Book Title,Authors,Chapter Title,Date of Highlight,Book URL,Chapter URL,Highlight URL,Highlight,Personal Note
Building Microservices,Sam Newman,2. The Evolutionary Architect,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch02.html,https://learning.oreilly.com/a/building-microservices/48196348/,we should think of our role more as town planners than architects for the built environment.,
Building Microservices,Sam Newman,2. The Evolutionary Architect,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch02.html,https://learning.oreilly.com/a/building-microservices/48196343/,IT architect,
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193700/,"Every company, organization, and system is different. A number of factors will play into whether or not microservices are right for you, and how aggressive you can be in adopting them. Throughout each chapter in this book I’ll attempt to give you guidance highlighting the potential pitfalls, which should help you chart a steady path.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193600/,"We are strictly limited in our ability to use new technologies, limited in how we can scale independently, can drift toward integration techniques that are overly coupling, and lack seams for architectural safety measures.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193597/,"Erlang follows a different approach, in which modules are baked into the language runtime. Thus, Erlang is a very mature approach to modular decomposition. Erlang modules can be stopped, restarted, and upgraded without issue. Erlang even supports running more than one version of the module at a given time, allowing for more graceful module upgrading.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193583/,Modules,
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193407/,"Next, unless you’re using dynamically linked libraries, you cannot deploy a new library without redeploying the entire process, so your ability to deploy changes in isolation is reduced.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193386/,"Second, the ease with which you can scale parts of your system independently from each other is curtailed.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193370/,"First, you lose true technology heterogeneity.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193369/,some drawbacks.,
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193367/,Shared Libraries,
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48193008/,"The microservice approach has emerged from real-world use, taking our better understanding of systems and architecture to do SOA well. So you should instead think of microservices as a specific approach for SOA in the same way that XP or Scrum are specific approaches for Agile software development.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48192977/,"Much of the conventional wisdom around SOA doesn’t help you understand how to split something big into something small. It doesn’t talk about how big is too big. It doesn’t talk enough about real-world, practical ways to ensure that services do not become overly coupled. The number of things that go unsaid is where many of the pitfalls associated with SOA originate.",
Building Microservices,Sam Newman,1. Microservices,2020-07-13,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48192864/,Service-oriented architecture (SOA) is a design approach where multiple services collaborate to provide some end set of capabilities. A service here typically means a completely separate operating system process. Communication between these services occurs via calls across a network rather than method calls within a process boundary.,
Building Microservices,Sam Newman,1. Microservices,2020-07-10,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/48099453/,"The benefits of microservices are many and varied. Many of these benefits can be laid at the door of any distributed system. Microservices, however, tend to achieve these benefits to a greater degree primarily due to how far they take the concepts behind distributed systems and service-oriented architecture.",
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949973/,"Without decoupling, everything breaks down for us. The golden rule: can you make a change to a service and deploy it by itself without changing anything else?",
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949842/,Autonomous,
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949836/,"Small, and Focused on Doing One Thing Well",
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949811/,"If the codebase is too big to be managed by a small team, looking to break it down is very sensible.",
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949808/,"the smaller the service, the more you maximize the benefits and downsides of microservice architecture.",
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949778/,"Jon Eaves at RealEstate.com.au in Australia characterizes a microservice as something that could be rewritten in two weeks, a rule of thumb that makes sense for his particular context.",
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949776/,how small is small?,
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47949453/,"What Are Microservices?

Microservices are small, autonomous services that work together.",
Building Microservices,Sam Newman,1. Microservices,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/ch01.html,https://learning.oreilly.com/a/building-microservices/47948808/,Domain-driven design. Continuous delivery. On-demand virtualization. Infrastructure automation. Small autonomous teams. Systems at scale.  Microservices have emerged from this world.,
Building Microservices,Sam Newman,Preface,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/preface01.html,https://learning.oreilly.com/a/building-microservices/47948094/,"Microservices is a fast-moving topic. Although the idea is not new (even if the term itself is), experiences from people all over the world, along with the emergence of new technologies, are having a profound effect on how they are used. Due to the fast pace of change, I have tried to focus this book on ideas more than specific technologies, knowing that implementation details always change faster than the thoughts behind them.",
Building Microservices,Sam Newman,Preface,2020-07-08,https://learning.oreilly.com/library/view/building-microservices/9781491950340/,https://learning.oreilly.com/library/view/building-microservices/9781491950340/preface01.html,https://learning.oreilly.com/a/building-microservices/47941879/,"Microservices are an approach to distributed systems that promote the use of finely grained services with their own lifecycles, which collaborate together. Because microservices are primarily modeled around business domains, they avoid the problems of traditional tiered architectures. Microservices also integrate new technologies and techniques that have emerged over the last decade, which helps them avoid the pitfalls of many service-oriented architecture implementations.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,15 When to Use What,2020-06-25,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch15.xhtml,https://learning.oreilly.com/a/data-structures-and/47010747/,Table 15.1 summarizes the speeds of the various general-purpose data storage structures using Big O notation,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,15 When to Use What,2020-06-25,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch15.xhtml,https://learning.oreilly.com/a/data-structures-and/47010709/,"A hash table with separate chaining is the most robust implementation, unless the amount of data is known accurately in advance, in which case open addressing offers simpler programming because no linked list class is required",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,11 Hash Tables,2020-06-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch11.xhtml,https://learning.oreilly.com/a/data-structures-and/45559581/,"However, if you don’t need to visit items in order, and you can predict in advance the size of your database, hash tables are unparalleled in speed and convenience.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,11 Hash Tables,2020-06-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch11.xhtml,https://learning.oreilly.com/a/data-structures-and/45559386/,"No matter how many data items there are, insertion and searching (and sometimes deletion) can take close to constant time: O(1) in big O notation.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,9 Red-Black Trees,2020-06-08,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch09.xhtml,https://learning.oreilly.com/a/data-structures-and/45396791/,"Of course, the advantage is that in a red-black tree sorted data doesn’t lead to slow O(N) performance.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,9 Red-Black Trees,2020-06-08,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch09.xhtml,https://learning.oreilly.com/a/data-structures-and/45396753/,"Like ordinary binary search trees, a red-black tree allows for searching, insertion, and deletion in O(log2N) time.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,9 Red-Black Trees,2020-06-08,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch09.xhtml,https://learning.oreilly.com/a/data-structures-and/45396594/,"These rules probably seem completely mysterious. It’s not obvious how they will lead to a balanced tree, but they do; some very clever people invented them. Copy them onto a sticky note, and keep it on your computer. You’ll need to refer to them often in the course of this chapter.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,9 Red-Black Trees,2020-06-08,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch09.xhtml,https://learning.oreilly.com/a/data-structures-and/45396587/,"Red-Black Rules
When inserting (or deleting) a new node, certain rules, which we call the red-black rules, must be followed. If they’re followed, the tree will be balanced. Let’s look briefly at these rules:

1. Every node is either red or black.
2. The root is always black.
3. If a node is red, its children must be black (although the converse isn’t necessarily true).
4. Every path from the root to a leaf, or to a null child, must contain the same number of black nodes.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,9 Red-Black Trees,2020-05-29,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch09.xhtml,https://learning.oreilly.com/a/data-structures-and/44984688/,"When there are no branches, the tree becomes, in effect, a linked list. The arrangement of data is one-dimensional instead of two-dimensional. Unfortunately, as with a linked list, you must now search through (on the average) half the items to find the one you’re looking for. In this situation the speed of searching is reduced to O(N), instead of O(logN) as it is for a balanced tree.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-28,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44949785/,"Trees perform searches, insertions, and deletions in O(log N) time.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-18,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44417533/,"This is O(logN) time, or more specifically O(log2N) time, the logarithm to the base 2.","like binary search. log2N means how many half will to 1. 2^3=8, log2^8=3 means 8/2 three times will come to 1."
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44303846/,"A complete pathname, such as C:\SALES\EAST\NOVEMBER\SMITH.DAT, corresponds to the path from the root to the SMITH.DAT leaf. Terms used for the file structure, such as root and path, were borrowed from tree theory.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44303804/,"The defining characteristic of a binary search tree is this: A node’s left child must have a key less than its parent, and a node’s right child must have a key greater than or equal to its parent.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44303762/,"If every node in a tree can have at most two children, the tree is called a binary tree.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44302987/,A tree is actually an instance of a more general category called a graph,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44302803/,A tree consists of nodes connected by edges. ,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44302442/,"It would be nice if there were a data structure with the quick insertion and deletion of a linked list, and also the quick searching of an ordered array. Trees provide both these characteristics, and are also one of the most interesting data structures.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44301075/,"an ordered array, such as we saw in Chapter 2, “Arrays.” As we learned, you can quickly search such an array for a particular value, using a binary search.","can be O(logN), unsorted array can only be O(N*logN).
add and delete are O(N). linked list add/delete are O(1), while search is O(N). how to have both."
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44301189/,insertions and deletions are quick to perform on a linked list. They are accomplished simply by changing a few references. These operations require O(1) time (the fastest Big O time).,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,8 Binary Trees,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch08.xhtml,https://learning.oreilly.com/a/data-structures-and/44300420/,"Why might you want to use a tree? Usually, because it combines the advantages of two other structures: an ordered array and a linked list. You can search a tree quickly, as you can an ordered array, and you can also insert and delete items quickly, as you can with a linked list. ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-15,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/44293569/,"The mergesort is also fairly easy to implement. It’s conceptually easier than quicksort and the Shell short, which we’ll encounter in the next chapter.

The downside of the mergesort is that it requires an additional array in memory, equal in size to the one being sorted.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,7 Advanced Sorting,2020-05-14,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch07.xhtml,https://learning.oreilly.com/a/data-structures-and/44283157/,"Quicksort is undoubtedly the most popular sorting algorithm, and for good reason: In the majority of situations, it’s the fastest, operating in O(N*logN) time. (This is only true for internal or in-memory sorting; for sorting data in disk files, other algorithms may be better.) ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,7 Advanced Sorting,2020-05-14,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch07.xhtml,https://learning.oreilly.com/a/data-structures-and/44283083/,The partition algorithm runs in O(N) time,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,7 Advanced Sorting,2020-05-14,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch07.xhtml,https://learning.oreilly.com/a/data-structures-and/44281921/,"The Shellsort is good for medium-sized arrays, perhaps up to a few thousand items, depending on the particular implementation. It’s not quite as fast as quicksort and other O(N*logN) sorts, so it’s not optimum for very large files. However, it’s much faster than the O(N2) sorts like the selection sort and the insertion sort, and it’s very easy to implement: The code is short and simple.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,7 Advanced Sorting,2020-05-14,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch07.xhtml,https://learning.oreilly.com/a/data-structures-and/44281902/,"Shellsort and quicksort. These sorts both operate much faster than the simple sorts: the Shellsort in about O(N*(logN)2) time, and quicksort in O(N*logN) time. Neither of these sorts requires a large amount of extra space, as mergesort does. The Shellsort is almost as easy to implement as mergesort, while quicksort is the fastest of all the general-purpose sorts. ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-12,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43675220/,"Often you’ll need to experiment to see whether a recursive method, a stack-based approach, or a simple loop is the most efficient (or practical) way to handle a particular situation.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-11,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43646462/,"Often an algorithm is easy to conceptualize as a recursive method, but in practice the recursive approach proves to be inefficient. In such cases, it’s useful to transform the recursive approach into a non-recursive approach. Such a transformation can often make use of a stack.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43585505/,moving the topmost disk to the intermediate tower.,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43585496/,"Here’s a rule of thumb that may help when you try to solve the puzzle manually. If the subtree you’re trying to move has an odd number of disks, start by moving the topmost disk directly to the tower where you want the subtree to go. If you’re trying to move a subtree with an even number of disks, start by ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43585159/,The recursive binary search is an example of the divide-and-conquer approach. ,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43574783/,"Recursion is usually used because it simplifies a problem conceptually, not because it’s inherently more efficient.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43572290/,recursive approach can be transformed into a stack-based approach.,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,6 Recursion,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch06.xhtml,https://learning.oreilly.com/a/data-structures-and/43572245/,Recursion is a programming technique in which a method (function) calls itself.,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43568110/,"This type of sort turns out to be substantially more efficient than the more usual insertion sort within an array, ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-10,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43568103/, the items from the array and insert them one by one into the sorted list,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43567626/,"If you need to store data, start by considering the operations that need to be performed on that data. ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43567575/,"An ADT specification is often called an interface. It’s what the class user sees—usually its public methods. In a stack class, push() and pop() and similar methods form the interface.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43567500/,"a stack or queue is represented by a class, it too can be referred to as a data type. A stack is different in many ways from an int, but they are both defined as a certain arrangement of data and a set of operations on that data.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43567435/,understanding the type means understanding what operations can be performed on it.,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43567373/,"The user of the stack class calls push() and pop() to insert and delete items without knowing, or needing to know, whether the stack is implemented as an array or as a linked list. ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43567335/,"Abstract Data Types (ADTs). What is an ADT? Roughly speaking, it’s a way of looking at a data structure: focusing on what it does and ignoring how it does its job.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43567283/,"Insertion and deletion at the beginning of a linked list are very fast. They involve changing only one or two references, which takes O(1) time.

Finding, deleting, or inserting next to a specific item requires searching through, on the average, half the items in the list. This requires O(N) comparisons. An array is also O(N) for these operations, but the linked list is nevertheless faster because nothing needs to be moved when an item is inserted or deleted. ",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43566672/,"You can’t access a data item directly; you must use relationships between the items to locate it. You start with the first item, go to the second, then the third, until you find what you’re looking for.",
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43566669/,In an array each item occupies a particular position. This position can be directly accessed using an index number. It’s like a row of houses: You can find a particular house using its address.,
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,5 Linked Lists,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch05.xhtml,https://learning.oreilly.com/a/data-structures-and/43566410/,"arrays had certain disadvantages as data storage structures. In an unordered array, searching is slow, whereas in an ordered array, insertion is slow. In both kinds of arrays, deletion is slow. Also, the size of an array can’t be changed after it’s created.",most advantage is acess is O（1）fast if index is known.
"Data Structures and Algorithms in Java, 2nd Edition",Robert Lafore,4 Stacks and Queues,2020-05-09,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/,https://learning.oreilly.com/library/view/data-structures-and/9780134849775/ch04.xhtml,https://learning.oreilly.com/a/data-structures-and/43548077/,"store the operands on a stack. (This is the opposite of the infix-to-postfix translation algorithm, where operators were stored on the stack.) ",
